frame,ball_x,ball_y,player11_x1,player11_y1,player11_x2,player11_y2,player12_x1,player12_y1,player12_x2,player12_y2,player21_x1,player21_y1,player21_x2,player21_y2,player22_x1,player22_y1,player22_x2,player22_y2,shot_made,shot_player,shot_type
165,nan,nan,823.5,80.5,867.5,156.9,1083.8,89.4,1146.3,162.1,317.4,425.1,475.7,587.6,1178.8,352.6,1299.1,529.7,False,,
166,884.0,214.0,824.5,79.9,868.8,155.5,1082.0,89.8,1143.9,162.2,315.9,424.8,478.7,576.1,1172.8,352.0,1297.1,530.0,False,,
167,925.5,202.5,825.3,78.5,869.9,153.9,1081.2,91.0,1142.3,162.6,318.0,425.6,502.9,568.0,1165.4,351.7,1292.1,532.4,False,,
168,967.0,191.0,826.1,77.7,871.7,152.6,1080.1,92.6,1141.7,162.8,324.3,426.5,510.6,562.6,1158.7,352.1,1286.7,535.9,False,,
169,996.5,185.5,826.8,77.8,874.1,151.4,1083.8,93.8,1144.0,162.5,344.5,427.8,498.7,559.6,1155.3,353.0,1281.9,539.4,False,,
170,1026.0,180.0,827.5,76.9,877.3,150.8,1085.3,94.3,1147.0,161.3,365.7,428.0,511.1,559.1,1154.4,354.0,1278.7,541.2,False,,
171,1050.0,175.0,828.5,76.3,879.2,150.7,1086.8,94.0,1150.7,161.4,375.0,424.2,518.3,559.0,1154.2,353.9,1276.4,541.7,True,player12,backhand
172,1070.2857142857142,174.85714285714286,829.3,75.3,880.1,150.8,1087.6,93.6,1154.8,160.1,379.1,420.2,526.9,558.5,1154.1,353.6,1274.6,542.0,False,,
173,1090.5714285714287,174.71428571428572,831.2,73.6,880.5,150.9,1088.3,92.4,1160.7,159.6,382.7,416.4,534.9,555.5,1153.9,353.6,1274.0,542.0,False,,
174,1110.857142857143,174.57142857142858,832.6,72.7,880.3,151.1,1088.8,92.4,1166.1,159.6,388.3,413.2,543.2,551.3,1154.0,352.9,1273.7,542.0,False,,
175,1131.142857142857,174.42857142857142,834.3,72.3,879.9,151.5,1088.6,92.6,1173.1,159.8,399.0,410.2,554.5,546.4,1154.4,352.4,1273.6,542.2,False,,
176,1151.4285714285713,174.28571428571428,834.5,71.0,879.5,151.7,1090.4,93.4,1179.9,159.8,416.3,407.9,569.8,541.6,1154.4,352.2,1273.6,542.2,False,,
177,1171.7142857142858,174.14285714285714,833.9,70.5,879.3,151.8,1107.3,94.8,1182.9,160.4,441.3,403.5,584.1,538.1,1154.4,352.0,1274.8,541.6,False,,
178,1192.0,174.0,833.6,69.1,879.4,151.9,1096.7,95.6,1187.1,160.9,469.9,398.4,577.5,533.3,1154.3,351.3,1277.1,541.0,False,,
179,1204.0,165.0,833.6,68.7,879.5,151.9,1097.0,98.5,1190.5,161.5,488.2,391.3,614.1,533.1,1154.5,350.8,1279.6,540.4,False,,
180,1212.0,159.0,834.0,68.0,879.4,151.7,1123.9,98.5,1200.2,162.7,500.8,385.6,630.1,536.1,1154.3,349.9,1282.9,539.6,False,,
181,nan,nan,834.5,67.5,879.7,151.6,1141.2,101.4,1207.8,162.9,511.9,380.6,647.8,534.8,1153.5,348.8,1285.5,537.8,False,,
182,524.0,518.0,835.4,67.2,879.7,150.7,1143.1,102.0,1213.9,163.2,519.1,376.2,663.3,533.3,1153.3,347.5,1287.4,535.9,False,,
183,nan,nan,836.4,66.7,879.8,149.7,1153.0,102.5,1215.1,160.3,532.1,373.2,683.5,526.7,1158.3,345.5,1289.2,534.8,False,,
184,nan,nan,837.4,66.0,879.9,149.1,,,,,557.3,372.2,693.0,516.2,1162.3,342.9,1291.4,533.5,False,,
185,nan,nan,837.7,65.9,879.9,148.9,1163.3,102.1,1219.2,158.7,582.4,372.9,706.5,512.2,1162.9,341.5,1293.1,531.5,False,,
186,nan,nan,837.8,65.7,879.6,148.9,1163.2,100.7,1227.9,161.1,603.6,370.6,706.9,507.8,1163.5,341.0,1294.7,528.1,False,,
187,nan,nan,838.2,65.7,879.3,149.0,1164.2,98.9,1236.9,163.0,621.2,369.3,714.9,509.0,1164.8,341.8,1295.6,527.2,False,,
188,nan,nan,838.3,65.9,879.1,149.5,1165.8,97.9,1242.5,163.6,634.7,367.7,726.6,506.6,1166.0,344.0,1296.4,527.4,False,,
189,nan,nan,838.2,65.7,878.9,149.6,1169.1,95.6,1244.0,162.8,646.5,366.0,749.7,506.1,1165.2,346.4,1296.0,527.2,False,,
190,nan,nan,838.1,65.5,878.8,149.5,1180.2,94.9,1243.7,161.1,655.6,366.4,780.8,508.7,1165.9,347.2,1294.0,527.0,False,,
191,nan,nan,838.1,65.3,878.7,149.3,1189.6,93.8,1242.9,159.7,665.6,368.0,795.7,508.3,1166.3,346.5,1288.7,526.0,False,,
192,nan,nan,837.8,65.8,878.5,149.4,1194.2,92.6,1245.2,161.1,675.7,367.5,800.2,511.9,1166.4,344.7,1285.8,522.6,False,,
193,1121.0,80.0,837.4,66.6,878.5,149.3,1201.4,90.5,1246.7,160.6,688.0,367.3,803.9,507.4,1166.3,343.4,1284.4,520.4,False,,
194,1110.0,80.0,836.8,66.6,878.4,149.4,1205.7,86.8,1247.3,160.6,701.0,369.6,813.5,505.5,1166.5,342.0,1283.8,516.9,False,,
195,905.0,44.0,835.7,65.7,878.4,149.3,1208.9,85.1,1246.7,160.6,717.3,370.9,821.4,508.9,1166.3,341.1,1282.9,512.6,False,,
196,1086.0,79.0,834.9,64.7,878.2,148.9,1210.7,82.9,1247.3,160.8,728.3,372.3,825.2,519.0,1165.9,340.5,1280.6,509.7,False,,
197,1058.5,73.66666666666667,834.0,64.8,878.2,148.7,1212.2,81.0,1248.3,160.8,736.5,373.8,829.5,531.9,1166.0,340.5,1278.0,508.2,False,,
198,1031.0,68.33333333333333,832.8,64.3,878.7,147.3,1213.7,80.0,1249.8,161.1,741.9,370.7,832.5,542.7,1166.2,340.4,1276.9,507.8,False,,
199,1003.5,63.0,832.5,65.8,878.9,146.1,1214.7,79.5,1250.4,160.2,744.7,357.2,835.9,549.8,1166.0,340.7,1276.7,507.9,False,,
200,976.0,57.66666666666667,831.4,66.0,878.8,147.6,1215.7,79.0,1250.8,159.2,746.8,346.1,840.5,554.5,1166.1,341.4,1277.8,508.7,False,,
201,948.5,52.333333333333336,831.4,67.5,879.1,147.2,1217.5,78.6,1251.0,158.1,748.3,340.3,842.1,559.5,1166.4,341.4,1279.6,509.3,False,,
202,921.0,47.0,829.9,67.4,879.1,148.3,1216.7,78.5,1251.6,157.0,748.9,339.4,846.6,563.5,1166.4,341.3,1281.0,509.8,False,,
203,973.0,123.0,828.7,68.5,879.0,147.5,1215.8,78.5,1252.9,154.8,748.7,345.0,851.4,566.9,1165.7,340.5,1283.5,510.1,False,,
204,950.5,139.5,826.9,69.7,879.5,148.3,1214.7,78.3,1252.9,153.2,748.9,353.7,851.9,568.9,1166.5,339.1,1286.4,509.9,False,,
205,928.0,156.0,826.1,70.3,879.0,148.3,1210.4,78.2,1253.3,152.5,746.8,362.6,853.1,569.7,1166.3,338.2,1290.1,510.1,False,,
206,907.0,176.0,824.5,70.4,879.2,148.1,1207.6,77.7,1253.7,152.7,743.1,372.2,852.5,569.6,1167.4,338.0,1293.1,510.2,False,,
207,882.0,198.0,822.6,71.0,878.3,147.8,1204.5,78.2,1253.9,152.9,736.0,379.9,852.1,569.5,1172.0,337.8,1295.7,510.3,False,,
208,1215.0,421.0,820.7,71.8,876.7,148.7,1202.4,79.0,1253.9,152.6,702.3,388.9,853.2,570.0,1170.8,337.1,1298.8,510.4,False,,
209,831.0,254.0,819.2,72.4,872.2,148.9,1198.1,77.8,1254.0,152.7,709.2,397.3,853.8,570.0,1170.8,336.3,1301.7,510.9,False,,
210,801.0,287.0,817.0,72.3,867.9,149.9,1195.0,75.5,1253.6,153.0,707.8,388.5,856.2,566.8,1175.1,335.3,1303.6,511.2,False,,
211,774.0,322.0,816.0,72.3,865.3,150.9,1194.0,72.6,1252.4,152.4,703.3,375.3,859.0,563.5,1175.8,334.9,1305.4,511.4,False,,
212,914.0,38.0,814.9,72.7,863.4,151.4,1192.2,71.0,1251.1,151.8,698.9,365.6,861.7,569.1,1175.6,334.5,1307.1,511.4,False,,
213,806.0,291.0,812.9,73.4,863.2,153.9,1190.8,70.6,1250.0,151.9,694.6,366.2,866.7,578.5,1175.1,334.2,1308.9,511.4,False,,
214,826.0,277.0,810.6,74.8,862.8,156.7,1188.5,72.2,1247.3,151.4,691.4,371.7,871.8,591.1,1173.6,334.2,1309.4,511.2,False,,
215,844.0,258.0,809.5,76.3,862.6,157.2,1187.8,70.8,1245.2,149.5,689.4,382.1,874.0,605.5,1172.0,334.2,1309.5,511.3,False,,
216,859.0,249.0,808.5,78.9,862.2,157.4,1187.4,70.2,1242.3,148.2,689.3,400.3,856.1,619.5,1170.5,334.3,1309.3,511.4,False,,
217,924.0,39.0,807.1,80.7,862.6,157.6,1186.8,69.4,1239.7,148.3,689.4,417.9,844.5,628.4,1169.4,333.7,1309.3,512.2,False,,
218,885.0,235.0,806.2,81.7,863.3,157.5,1186.3,69.7,1236.8,148.1,687.2,433.3,837.3,632.1,1168.3,333.2,1309.2,512.6,False,,
219,896.0,229.0,806.4,82.5,863.7,157.4,1183.3,69.5,1235.2,147.1,684.9,453.0,829.6,634.6,1168.5,333.0,1309.5,512.7,False,,
220,904.0,225.0,808.3,82.7,863.8,157.6,1178.8,69.4,1234.0,146.4,681.2,470.0,818.8,636.6,1167.9,333.0,1309.6,513.1,False,,
221,915.0,224.0,809.7,82.5,865.5,157.9,1177.1,72.0,1234.2,146.2,675.0,479.5,820.4,672.6,1168.2,334.1,1308.7,513.9,False,,
222,920.0,224.0,811.3,82.5,867.6,157.9,1174.3,74.1,1233.8,146.3,655.3,486.6,820.1,699.9,1170.6,335.1,1307.4,514.5,False,,
223,926.0,224.0,811.5,80.8,870.4,158.1,1165.8,74.6,1233.8,146.8,637.2,494.7,818.3,718.5,1178.5,336.7,1305.3,514.7,False,,
224,930.0,228.0,811.6,80.2,871.9,158.0,1168.0,73.4,1232.9,147.6,621.9,503.0,808.2,730.6,1174.2,337.4,1301.5,515.1,False,,
225,nan,nan,812.5,79.3,874.2,156.7,1168.2,72.7,1214.1,141.7,611.3,512.0,803.8,736.8,1171.5,337.9,1298.2,515.2,False,,
226,nan,nan,825.3,78.6,875.3,149.7,1158.4,71.0,1202.9,135.8,607.0,518.2,794.7,737.3,1169.5,338.0,1295.0,515.4,False,,
227,789.0,626.0,818.9,75.9,878.3,154.0,1137.8,69.4,1194.9,123.5,606.5,521.1,782.7,737.9,1167.3,337.9,1291.8,515.5,False,,
228,nan,nan,839.1,76.2,885.2,143.2,1124.9,69.8,1197.9,131.8,606.2,522.3,770.0,738.7,1166.1,337.6,1287.8,515.2,False,,
229,nan,nan,845.4,77.0,890.9,137.4,1116.4,69.3,1197.8,133.5,602.0,523.0,762.1,737.1,1165.4,336.7,1283.8,515.2,False,,
230,nan,nan,849.1,77.8,903.7,140.1,1109.4,68.0,1198.3,136.3,595.9,525.7,769.8,745.1,1165.3,335.7,1279.5,515.1,False,,
231,964.0,151.0,851.1,78.5,901.9,142.8,1106.8,67.1,1194.7,136.2,589.7,529.8,764.8,754.9,1165.0,335.7,1275.6,514.8,False,,
232,965.5,138.5,850.4,78.7,905.0,145.6,1101.4,68.0,1189.5,136.6,582.6,534.5,736.7,761.1,1163.8,334.5,1270.3,514.7,False,,
233,967.0,126.0,851.0,78.5,912.6,146.6,1099.3,68.2,1181.5,137.0,577.5,537.9,719.4,763.4,1163.2,332.7,1265.9,514.1,True,player11,smash
234,970.0,115.0,851.4,79.2,923.2,147.7,1090.2,67.8,1162.2,138.0,579.3,539.1,704.9,763.7,1163.4,330.1,1262.6,513.0,False,,
235,967.95,111.6,851.8,79.6,930.8,147.1,1085.0,67.1,1152.1,137.2,584.2,536.9,699.1,762.7,1163.9,327.8,1259.7,510.4,False,,
236,965.9,108.2,852.7,79.2,938.3,146.6,1080.6,67.4,1140.4,136.5,587.4,529.8,700.9,760.6,1162.7,326.9,1257.5,508.6,False,,
237,963.85,104.8,855.7,79.7,940.6,147.0,1076.5,67.2,1131.6,136.0,589.8,522.4,698.7,757.2,1156.0,327.6,1255.7,509.2,False,,
238,961.8,101.4,862.2,79.1,941.8,147.6,1076.7,66.1,1126.0,135.4,592.6,513.4,698.0,751.5,1143.9,329.0,1254.6,507.5,False,,
239,959.75,98.0,870.2,78.4,943.0,147.6,1072.1,65.1,1119.5,134.9,595.0,505.7,708.5,740.3,1134.3,330.9,1251.6,508.0,False,,
240,957.7,94.6,881.3,78.0,943.9,146.3,1064.5,63.7,1115.8,135.0,598.6,498.3,715.7,727.7,1130.2,331.9,1248.9,509.2,False,,
241,955.65,91.2,897.1,76.2,946.4,147.1,1058.7,63.5,1113.4,135.2,600.7,492.0,721.6,712.6,1128.4,332.4,1246.4,509.8,False,,
242,953.6,87.8,906.5,73.8,951.6,148.2,1052.9,63.1,1111.3,135.2,601.5,484.7,725.9,693.6,1128.4,331.6,1244.2,509.9,False,,
243,951.55,84.4,912.2,71.3,955.4,149.1,1050.4,62.2,1110.4,135.2,601.6,477.0,729.1,678.0,1126.9,330.1,1242.4,508.9,False,,
244,949.5,81.0,918.0,69.6,961.9,148.8,1048.7,62.2,1109.2,135.6,600.9,469.7,731.6,668.8,1125.5,329.2,1240.5,505.9,False,,
245,947.45,77.6,921.3,70.8,965.6,149.7,1046.9,62.0,1106.6,136.1,600.6,463.4,733.4,662.1,1119.5,328.9,1239.1,505.8,False,,
246,945.4,74.2,929.0,70.5,970.5,147.3,1046.6,61.8,1104.4,136.5,600.2,458.9,730.4,653.2,1109.5,330.6,1237.5,505.2,False,,
247,943.35,70.80000000000001,933.6,74.6,976.4,153.1,1045.2,61.9,1101.0,136.5,597.8,455.6,731.8,641.6,1098.1,333.6,1236.2,505.4,False,,
248,941.3,67.4,938.0,76.5,980.5,156.8,1044.6,62.1,1096.9,136.4,598.9,453.0,732.0,630.2,1089.3,336.5,1234.5,505.0,False,,
249,939.25,64.0,943.2,79.5,984.4,154.9,1043.8,61.7,1093.0,136.2,604.5,450.6,733.4,618.5,1083.2,339.7,1232.9,505.3,False,,
250,937.2,60.6,946.8,79.7,996.4,160.1,1042.2,60.2,1090.9,135.8,610.1,446.8,739.6,610.1,1080.6,342.6,1232.6,504.9,False,,
251,935.15,57.2,950.5,81.5,1002.7,159.8,1039.9,59.6,1089.7,135.5,618.7,442.3,742.9,604.7,1079.7,345.4,1232.2,504.4,False,,
252,933.1,53.800000000000004,954.5,82.2,1004.1,161.8,1039.2,59.3,1089.4,135.4,626.0,438.6,747.0,597.7,1079.4,345.9,1231.9,503.8,False,,
253,931.05,50.400000000000006,957.5,82.6,1003.1,162.7,1038.8,59.0,1089.3,135.4,632.5,434.7,751.3,594.3,1078.9,344.9,1229.9,503.7,False,,
254,929.0,47.0,959.5,83.4,1004.6,162.4,1039.4,58.9,1089.1,135.4,637.3,431.4,756.3,592.8,1078.2,343.8,1227.2,503.8,False,,
255,922.0,50.0,960.2,83.5,1008.7,162.9,1038.8,58.7,1089.3,135.6,640.9,428.3,765.3,592.3,1078.2,343.0,1221.4,504.1,False,,
256,916.0,54.0,960.2,83.7,1012.3,164.7,1037.8,58.2,1089.4,136.0,645.6,424.2,769.4,590.7,1078.7,342.5,1214.5,504.7,True,player11,smash
257,904.0,58.0,959.0,83.9,1014.7,165.9,1039.0,58.2,1089.4,135.8,650.2,418.5,770.5,590.7,1077.8,343.7,1206.9,506.3,False,,
258,894.0,67.0,957.9,83.9,1015.1,167.3,1040.7,58.1,1089.7,137.2,656.7,412.0,770.9,589.9,1074.1,343.9,1198.5,505.7,False,,
259,1064.0,409.0,956.0,83.7,1017.2,169.5,1041.5,58.1,1089.5,137.5,664.1,409.9,775.0,590.2,1075.1,344.3,1190.6,505.2,False,,
260,1069.0,412.0,956.0,84.5,1013.1,170.9,1041.2,58.1,1089.5,137.5,672.1,410.3,778.8,590.2,1078.6,345.1,1182.4,506.1,False,,
261,1073.0,417.0,956.4,86.7,1012.0,172.5,1039.6,58.1,1089.3,137.4,675.6,410.9,781.7,587.3,1080.4,346.7,1176.3,507.3,False,,
262,1075.0,421.0,956.3,87.4,1014.8,173.3,1039.9,58.1,1089.0,137.6,677.2,413.8,783.0,589.4,1080.2,347.9,1173.7,510.4,False,,
263,1078.0,425.0,955.3,89.7,1017.5,173.9,1041.9,58.1,1088.9,137.6,677.1,419.1,783.8,585.2,1080.4,349.2,1173.6,513.1,False,,
264,1079.0,429.0,952.3,90.9,1009.0,174.2,1043.1,57.7,1089.0,137.5,675.7,427.3,783.9,589.1,1080.9,350.1,1174.2,517.5,False,,
265,1082.0,433.0,940.8,91.6,1009.1,174.1,1044.8,57.4,1089.3,137.7,673.8,438.8,782.1,593.1,1080.2,350.8,1176.0,519.7,False,,
266,776.0,219.0,931.1,92.2,1007.0,174.8,1044.9,57.5,1089.9,137.7,671.3,449.7,777.7,594.2,1078.7,350.8,1178.8,520.8,False,,
267,1085.0,440.0,929.7,93.0,1004.3,174.9,1045.3,57.7,1090.6,137.7,669.3,458.2,775.2,595.2,1080.2,350.7,1183.4,521.1,False,,
268,735.0,294.0,928.5,93.1,1003.1,174.8,1045.9,58.0,1091.0,137.8,668.4,464.5,774.5,596.4,1075.9,350.0,1194.2,521.8,False,,
269,714.0,344.0,924.4,91.6,1001.9,175.6,1046.2,58.1,1091.2,137.8,667.1,469.4,779.1,596.5,1077.4,350.8,1203.6,522.1,False,,
270,1099.0,442.0,923.8,91.6,1000.6,174.9,1046.3,58.2,1091.8,137.8,666.5,475.2,783.5,596.9,1084.0,350.5,1210.6,522.4,False,,
271,1110.0,438.0,921.9,91.0,999.6,174.6,1046.1,58.2,1092.3,138.0,663.1,479.9,790.7,605.2,1092.3,351.5,1215.9,525.4,False,,
272,nan,nan,921.7,89.0,997.2,174.8,1046.1,58.2,1092.7,138.0,644.6,483.7,788.9,624.6,1104.7,352.7,1217.6,529.1,False,,
273,627.0,595.0,919.4,88.6,991.6,174.3,1046.5,58.3,1093.2,138.2,650.9,489.2,780.8,643.0,1114.1,355.1,1216.1,535.6,False,,
274,607.0,674.0,919.4,88.1,985.5,173.4,1046.5,58.3,1093.3,138.4,650.8,494.5,769.0,659.8,1120.3,357.6,1213.3,541.5,False,,
275,990.0,38.0,917.1,86.0,977.0,174.2,1046.7,58.6,1093.5,138.5,647.1,501.4,769.4,675.1,1124.4,360.5,1207.4,547.8,False,,
276,990.0,38.0,915.6,85.2,967.1,173.1,1047.0,59.1,1093.6,138.5,640.8,509.5,767.1,685.6,1126.6,363.0,1206.9,555.4,False,,
277,990.0,39.0,913.2,84.4,960.4,172.6,1046.9,59.4,1093.6,138.6,634.3,518.3,758.6,687.0,1127.2,366.5,1208.4,558.0,False,,
278,991.0,39.0,911.4,84.4,956.9,173.2,1046.5,59.2,1093.4,138.6,628.2,525.1,763.1,688.6,1128.0,369.0,1210.9,558.7,False,,
279,991.0,39.0,908.9,85.2,954.4,174.0,1046.0,59.2,1093.2,138.6,623.8,529.8,769.7,689.1,1128.9,371.5,1212.7,559.0,False,,
280,990.0,39.0,907.6,86.2,953.7,176.1,1045.6,59.2,1093.0,138.6,616.7,532.6,767.5,686.2,1129.9,374.1,1214.7,559.1,False,,
281,990.0,39.0,904.9,86.6,953.0,177.6,1044.8,59.6,1092.8,138.8,608.3,534.4,759.9,688.6,1128.1,375.4,1216.3,559.5,False,,
282,563.0,1007.0,884.6,87.0,950.5,178.3,1044.4,60.0,1092.7,138.9,599.9,535.9,747.4,698.1,1123.8,376.1,1217.6,560.0,False,,
283,nan,nan,878.4,87.8,949.6,178.4,1044.0,60.1,1093.0,138.9,591.3,537.6,736.1,703.7,1120.2,376.5,1217.9,560.1,False,,
284,nan,nan,882.0,90.3,947.0,178.6,1043.9,60.1,1093.4,139.0,582.6,540.3,721.1,705.1,1119.0,376.4,1218.0,560.2,False,,
285,nan,nan,891.2,90.8,943.2,179.6,1043.8,60.4,1093.7,139.0,573.7,543.9,708.9,719.9,1119.3,376.5,1217.2,560.1,False,,
286,989.0,36.0,869.8,90.5,942.5,181.4,1043.7,60.6,1094.1,139.0,565.2,550.1,699.9,728.1,1121.2,376.5,1216.6,559.8,False,,
287,546.0,825.0,883.9,91.1,943.3,182.9,1043.9,60.8,1095.0,139.1,552.6,556.1,696.9,731.5,1123.9,375.3,1214.7,559.9,False,,
288,nan,nan,877.8,91.1,943.8,181.1,1044.1,61.2,1096.2,138.5,543.1,562.2,696.6,733.2,1129.9,374.4,1214.7,559.5,False,,
289,nan,nan,874.7,91.2,940.2,182.8,1043.8,61.4,1096.9,138.4,528.4,567.0,696.6,733.5,1134.3,374.1,1214.2,559.8,False,,
290,nan,nan,879.8,90.6,936.3,182.7,1044.4,61.6,1098.4,138.3,518.3,570.8,696.4,740.5,1140.7,373.8,1214.4,560.0,False,,
291,nan,nan,872.4,91.0,933.0,182.3,1045.0,61.7,1099.3,138.4,512.4,573.7,696.3,737.8,1143.9,373.0,1214.9,560.4,False,,
292,nan,nan,864.6,90.9,931.1,183.6,1045.2,61.7,1099.8,138.6,499.3,576.9,695.9,736.2,1134.1,371.5,1215.4,559.0,False,,
293,nan,nan,872.8,91.6,927.9,183.2,1045.4,61.7,1100.3,140.0,488.2,578.3,693.3,735.9,1134.0,370.8,1216.9,559.8,False,,
294,nan,nan,872.9,91.8,926.6,184.0,1045.6,62.0,1101.5,140.7,480.7,579.5,686.2,735.3,1135.0,370.1,1218.7,560.6,False,,
295,nan,nan,867.3,91.0,925.3,184.9,1046.3,62.4,1102.0,141.3,476.2,579.9,676.7,734.6,1137.1,368.7,1221.0,560.6,False,,
296,nan,nan,863.3,90.7,924.0,186.0,1045.9,63.1,1101.7,141.8,472.1,578.8,664.7,734.8,1138.0,368.2,1222.5,560.0,False,,
297,1139.0,456.0,858.7,90.5,923.1,187.7,1045.9,63.9,1101.9,143.5,469.2,577.2,648.6,733.9,1139.6,367.6,1224.3,560.0,False,,
298,nan,nan,853.3,89.6,921.8,188.6,1045.5,65.1,1101.4,144.7,467.1,575.5,631.4,733.1,1140.5,366.0,1225.6,559.9,False,,
299,nan,nan,851.4,89.6,921.2,189.0,1046.2,65.5,1098.3,146.2,464.8,574.4,600.7,729.4,1143.2,364.6,1226.9,560.1,False,,
300,nan,nan,845.2,89.7,921.5,188.8,1046.4,64.8,1096.0,147.2,462.2,572.6,577.5,727.4,1146.5,362.6,1228.3,559.9,False,,
301,549.0,634.0,842.2,90.2,920.9,188.8,1045.9,64.4,1094.0,147.7,457.9,570.7,568.3,729.2,1146.1,361.5,1229.5,559.7,False,,
302,554.0,631.0,841.4,89.8,919.2,187.8,1045.5,64.9,1092.0,147.5,455.8,569.7,566.3,730.0,1141.7,359.6,1230.9,559.6,False,,
303,555.0,633.0,840.2,88.3,899.0,188.7,1045.2,65.1,1090.6,147.7,453.2,569.0,566.3,731.9,1139.6,357.8,1232.6,559.5,False,,
304,557.0,637.0,837.7,85.4,889.1,188.8,1045.3,64.9,1089.7,147.2,450.8,568.8,565.9,732.0,1144.7,356.4,1234.0,559.6,False,,
305,560.0,641.0,834.9,82.6,891.1,188.5,1045.1,64.4,1088.9,147.4,449.3,568.8,567.9,733.0,1139.0,355.4,1234.7,559.4,False,,
306,563.0,646.0,832.4,81.6,890.7,187.2,1044.8,64.3,1087.8,146.9,447.9,569.2,569.2,735.3,1141.3,354.1,1235.1,558.3,False,,
307,567.0,653.0,830.5,82.4,885.6,187.7,1044.7,64.3,1086.7,147.0,445.6,569.7,569.6,736.9,1141.3,353.3,1235.4,556.4,False,,
308,572.0,662.0,829.6,84.6,881.5,187.8,1044.3,64.4,1086.8,147.2,442.6,570.1,568.3,740.3,1141.4,352.2,1235.9,553.8,False,,
309,578.0,671.0,829.7,86.1,880.2,188.3,1044.3,64.3,1087.0,147.2,440.1,570.2,559.0,741.7,1141.7,351.0,1236.7,550.2,False,,
310,583.0,680.0,825.1,86.8,882.1,191.6,1044.4,64.2,1087.1,148.4,438.6,569.9,544.7,740.0,1142.0,350.8,1236.9,546.2,False,,
311,590.0,692.0,815.1,88.4,882.8,193.0,1044.7,64.2,1087.2,148.2,436.2,569.9,536.0,741.2,1143.4,350.8,1237.2,541.7,False,,
312,593.0,695.0,808.0,89.6,882.5,193.3,1044.9,64.2,1087.1,149.8,434.8,570.2,531.4,741.2,1142.5,349.6,1237.2,537.1,False,,
313,588.0,683.0,804.3,89.3,880.8,193.9,1045.0,64.4,1087.2,150.6,434.4,570.8,529.2,743.1,1140.1,349.0,1237.0,533.8,False,,
314,587.0,676.0,802.1,89.2,878.9,194.1,1045.1,64.6,1087.4,151.6,431.8,571.5,528.1,743.7,1139.9,348.7,1236.8,531.4,False,,
315,585.0,668.0,800.5,88.6,874.4,194.1,1045.2,64.7,1087.2,151.6,424.5,572.0,527.5,742.9,1138.8,348.6,1236.8,530.4,False,,
316,584.0,662.0,797.9,88.1,868.7,194.2,1045.2,64.9,1087.1,152.1,418.4,572.0,527.4,742.8,1137.3,347.2,1236.3,529.9,False,,
317,583.0,657.0,795.2,87.9,860.8,193.7,1045.1,64.8,1087.3,152.1,412.9,572.4,526.8,741.2,1134.3,345.4,1234.7,530.2,False,,
318,583.0,653.0,790.0,88.3,850.4,193.1,1045.2,64.9,1088.0,153.1,409.4,573.2,527.1,738.0,1134.2,344.3,1234.0,529.6,False,,
319,583.0,649.0,786.4,88.6,838.4,192.9,1045.3,64.8,1088.5,153.0,407.7,573.7,537.4,742.4,1132.9,342.4,1233.3,529.9,False,,
320,584.0,648.0,782.0,90.0,830.7,192.8,1045.3,64.8,1090.8,152.9,407.6,574.2,543.7,744.2,1132.0,341.1,1231.8,530.1,False,,
321,586.0,648.0,778.1,91.2,827.0,193.2,1045.2,64.6,1092.0,152.8,410.1,574.5,550.7,745.1,1132.2,340.1,1231.0,530.4,False,,
322,588.0,649.0,773.6,91.5,825.3,192.3,1045.1,64.9,1092.7,153.0,412.9,574.9,557.5,744.7,1132.6,338.7,1229.5,530.4,False,,
323,595.0,610.0,770.5,93.3,825.2,192.9,1045.3,65.6,1093.8,153.4,416.2,575.0,559.9,745.9,1134.1,337.8,1228.2,530.0,False,,
324,603.0,560.0,769.4,94.1,825.2,193.0,1044.9,66.2,1094.5,153.5,419.0,575.5,561.8,746.9,1134.4,336.4,1225.7,529.6,False,,
325,610.0,514.0,766.8,96.8,824.6,193.0,1044.1,66.9,1095.0,153.8,421.3,574.7,558.3,747.4,1134.9,335.2,1224.0,528.3,False,,
326,620.0,473.0,764.7,97.8,824.7,193.4,1042.4,66.7,1095.5,153.5,423.3,565.0,554.3,748.1,1134.7,333.3,1222.9,526.5,False,,
327,630.0,433.0,761.1,97.3,823.1,193.7,1041.0,66.8,1095.4,153.3,425.4,557.5,547.8,748.8,1133.3,331.1,1221.2,522.9,False,,
328,640.0,398.0,758.7,96.5,819.1,193.5,1041.2,67.0,1095.1,153.1,427.6,550.7,539.0,752.5,1131.2,329.1,1219.4,519.5,False,,
329,650.0,368.0,756.7,96.1,814.6,192.6,1042.8,67.1,1094.5,153.3,429.1,545.8,538.3,758.9,1130.0,328.0,1218.0,516.4,False,,
330,660.0,340.0,753.2,96.0,807.2,190.8,1044.0,67.0,1093.6,153.7,430.9,545.0,537.1,764.0,1129.1,326.6,1216.8,512.7,False,,
331,670.0,315.0,749.5,95.7,799.3,187.9,1041.5,66.9,1092.9,153.5,431.8,562.2,536.2,770.4,1129.2,325.8,1215.9,508.6,False,,
332,680.0,295.0,749.9,94.6,794.0,187.2,1041.4,66.9,1092.6,153.6,432.7,570.7,542.6,775.6,1129.4,324.0,1215.0,504.1,False,,
